sn,fieldid,mjd,band,flux,magsys,exptime,valid,fluxerr,zp,mag_sky,seeing,zpsys,lc,name
18063,223668,57776.51171875,hsc::i2,712.2030052070379,AB,NaN,1,125.78742754267856,32.77840805053711,NaN,NaN,ab,1198,18063
18063,223668,57816.26171875,hsc::z,2102.7317209902094,AB,NaN,1,363.0739158913601,31.978408813476562,NaN,NaN,ab,1200,18063
18063,223668,57805.34375,hsc::z,1892.3920886310375,AB,NaN,1,158.89268929392117,31.978408813476562,NaN,NaN,ab,1200,18063
18063,223668,57783.5234375,hsc::z,996.2745850935833,AB,NaN,1,111.47120616013618,31.978408813476562,NaN,NaN,ab,1200,18063
18070,257519,59883.3828125,hsc::z,801.6746388770113,AB,NaN,1,45.417284150126385,32.092803955078125,NaN,NaN,ab,1202,18070
18070,257519,59883.38671875,hsc::z,674.7910828842844,AB,NaN,1,68.28542482691496,32.092803955078125,NaN,NaN,ab,1202,18070
18070,257519,59883.37890625,hsc::z,774.4275470713363,AB,NaN,1,44.728660278539856,32.092803955078125,NaN,NaN,ab,1202,18070
18070,257519,59874.35546875,hsc::i2,1119.7814786535914,AB,NaN,1,184.77264490584665,32.89280319213867,NaN,NaN,ab,1201,18070
18070,257519,59874.359375,hsc::i2,1093.0398741163322,AB,NaN,1,83.41216048148259,32.89280319213867,NaN,NaN,ab,1201,18070
18283,225266,57783.4296875,hsc::i2,16848.750170941825,AB,NaN,1,128.68817881341573,32.77840805053711,NaN,NaN,ab,1204,18283
18283,225266,57833.40625,hsc::Y,1843.5132867670306,AB,NaN,1,227.72275046845854,31.57840919494629,NaN,NaN,ab,1203,18283
18283,225266,57833.37890625,hsc::Y,1909.1410847477741,AB,NaN,1,93.607089821747,31.57840919494629,NaN,NaN,ab,1203,18283
18283,225266,57816.47265625,hsc::i2,7380.850030326701,AB,NaN,1,82.25297365348689,32.77840805053711,NaN,NaN,ab,1204,18283
18283,225266,57809.42578125,hsc::i2,9043.798968937945,AB,NaN,1,275.92143449784214,32.77840805053711,NaN,NaN,ab,1204,18283
18283,225266,57776.51171875,hsc::i2,14296.865451138068,AB,NaN,1,141.4533017097673,32.77840805053711,NaN,NaN,ab,1204,18283
18283,225266,57816.26171875,hsc::z,3625.29813838453,AB,NaN,1,364.00944818137145,31.978408813476562,NaN,NaN,ab,1206,18283
18283,225266,57805.34375,hsc::z,4369.553738175594,AB,NaN,1,160.9865414959553,31.978408813476562,NaN,NaN,ab,1206,18283
18283,225266,57783.5234375,hsc::z,7153.64860280224,AB,NaN,1,119.75869283883306,31.978408813476562,NaN,NaN,ab,1206,18283
18283,225266,57786.44921875,hsc::r2,12427.827038171727,AB,NaN,1,75.79754801713143,32.53818130493164,NaN,NaN,ab,1205,18283
18283,225266,57807.4765625,hsc::r2,4885.301398295458,AB,NaN,1,114.08613991575989,32.53818130493164,NaN,NaN,ab,1205,18283
18283,225266,57837.26953125,hsc::r2,1124.1564996601055,AB,NaN,1,85.9177795307769,32.53818130493164,NaN,NaN,ab,1205,18283
18283,225266,57774.55078125,hsc::z,5971.606739731575,AB,NaN,1,77.20401746704809,31.978408813476562,NaN,NaN,ab,1206,18283
18283,225266,57811.39453125,hsc::Y,2115.6597219550117,AB,NaN,1,148.08617833709005,31.57840919494629,NaN,NaN,ab,1203,18283
18283,225266,57774.4765625,hsc::z,5902.52505472294,AB,NaN,1,70.82309206705291,31.978408813476562,NaN,NaN,ab,1206,18283
18283,225266,57833.3515625,hsc::Y,2168.8309086269905,AB,NaN,1,219.21890187600417,31.57840919494629,NaN,NaN,ab,1203,18283
18298,227664,57811.40625,hsc::Y,798.7928422124146,AB,NaN,1,158.8838195380282,31.69280242919922,NaN,NaN,ab,1207,18298
18298,227664,57774.4765625,hsc::z,734.403241029545,AB,NaN,1,58.53162498762235,31.978408813476562,NaN,NaN,ab,1209,18298
18298,227664,57776.51171875,hsc::i2,1011.3467889309911,AB,NaN,1,126.12143352972997,32.77840805053711,NaN,NaN,ab,1208,18298
18298,227664,57774.55078125,hsc::z,673.4138575020073,AB,NaN,1,66.05258242132255,31.978408813476562,NaN,NaN,ab,1209,18298
18298,227664,57783.5234375,hsc::z,689.8245625452055,AB,NaN,1,111.03739904138256,31.978408813476562,NaN,NaN,ab,1209,18298
18298,227664,57783.4296875,hsc::i2,720.3536925449489,AB,NaN,1,108.07815636887264,32.77840805053711,NaN,NaN,ab,1208,18298
18298,227664,57783.5703125,hsc::z,686.7590938184253,AB,NaN,1,96.49767597407558,32.092803955078125,NaN,NaN,ab,1209,18298
18308,229267,57866.37109375,hsc::z,854.0803252849048,AB,NaN,1,151.98229588134555,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57869.26171875,hsc::i2,884.9870149880883,AB,NaN,1,162.9027764189861,32.89280319213867,NaN,NaN,ab,1210,18308
18308,229267,57866.3671875,hsc::z,1035.4873757916646,AB,NaN,1,124.40032054715839,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57866.36328125,hsc::z,909.6158313597408,AB,NaN,1,103.71335241583063,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57866.359375,hsc::z,1048.2544236770304,AB,NaN,1,95.20833277820596,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57872.26171875,hsc::z,683.8174433675761,AB,NaN,1,94.92588196471955,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57872.26953125,hsc::z,803.1087455367598,AB,NaN,1,137.0102951307048,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57872.2578125,hsc::z,936.4748827548603,AB,NaN,1,104.67290929553307,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57872.25,hsc::z,837.7490668664841,AB,NaN,1,158.41907695095338,32.092803955078125,NaN,NaN,ab,1211,18308
18308,229267,57872.265625,hsc::z,743.383043724708,AB,NaN,1,104.6846196068698,32.092803955078125,NaN,NaN,ab,1211,18308
18342,232470,57807.49609375,hsc::r2,1666.6603948617926,AB,NaN,1,107.74034904718178,32.53818130493164,NaN,NaN,ab,1214,18342
18342,232470,57786.46875,hsc::r2,1090.2133464157482,AB,NaN,1,115.83360744462797,32.53818130493164,NaN,NaN,ab,1214,18342
18342,232470,57811.40234375,hsc::Y,1557.4250197633337,AB,NaN,1,240.97497851582193,31.57840919494629,NaN,NaN,ab,1212,18342
18342,232470,57816.3203125,hsc::z,1434.2860718064917,AB,NaN,1,98.59193271843199,31.978408813476562,NaN,NaN,ab,1215,18342
18342,232470,57819.4609375,hsc::Y,1256.276684710189,AB,NaN,1,61.966835005454854,31.57840919494629,NaN,NaN,ab,1212,18342
18342,232470,57783.4375,hsc::i2,1962.7455364639316,AB,NaN,1,124.82808079968383,32.77840805053711,NaN,NaN,ab,1213,18342
18342,232470,57816.48046875,hsc::i2,3585.4092370974963,AB,NaN,1,103.7409001116207,32.77840805053711,NaN,NaN,ab,1213,18342
18342,232470,57835.25390625,hsc::i2,1445.1433984283817,AB,NaN,1,146.23512322625533,32.77840805053711,NaN,NaN,ab,1213,18342
18342,232470,57818.51953125,hsc::r2,738.0557791803863,AB,NaN,1,58.75349214376452,32.53818130493164,NaN,NaN,ab,1214,18342
18345,230865,57816.48046875,hsc::i2,2445.7135613762607,AB,NaN,1,102.10892997575932,32.77840805053711,NaN,NaN,ab,1217,18345
18345,230865,57774.484375,hsc::z,858.4676147908648,AB,NaN,1,48.83237710763389,31.978408813476562,NaN,NaN,ab,1219,18345
18345,230865,57786.46875,hsc::r2,2083.8763323633952,AB,NaN,1,117.04013931297341,32.53818130493164,NaN,NaN,ab,1218,18345
18345,230865,57818.51953125,hsc::r2,509.6730501997012,AB,NaN,1,57.9084592517513,32.53818130493164,NaN,NaN,ab,1218,18345
18345,230865,57776.39453125,hsc::r2,891.3897846549416,AB,NaN,1,54.84911708876799,32.53818130493164,NaN,NaN,ab,1218,18345
18345,230865,57816.3203125,hsc::z,1582.7935575110753,AB,NaN,1,98.58793016183786,31.978408813476562,NaN,NaN,ab,1219,18345
18345,230865,57835.25390625,hsc::i2,734.6623237795161,AB,NaN,1,145.6580743217888,32.77840805053711,NaN,NaN,ab,1217,18345
18345,230865,57816.46484375,hsc::i2,2647.3767577984827,AB,NaN,1,151.09717875787834,32.89280319213867,NaN,NaN,ab,1217,18345
18345,230865,57783.4375,hsc::i2,4286.75245353564,AB,NaN,1,127.44837163224943,32.77840805053711,NaN,NaN,ab,1217,18345
18345,230865,57776.58984375,hsc::i2,2353.024181519248,AB,NaN,1,213.62061847246892,32.77840805053711,NaN,NaN,ab,1217,18345
18345,230865,57819.4609375,hsc::Y,1010.2526079275307,AB,NaN,1,61.35746141179831,31.57840919494629,NaN,NaN,ab,1216,18345
18345,230865,57811.40234375,hsc::Y,1287.1188180187564,AB,NaN,1,240.8960625824335,31.57840919494629,NaN,NaN,ab,1216,18345
18345,230865,57807.49609375,hsc::r2,1030.9303270086561,AB,NaN,1,107.13796045021171,32.53818130493164,NaN,NaN,ab,1218,18345
18399,255920,58869.28125,hsc::Y,635.4865758003942,AB,NaN,1,73.34496448727658,31.69280242919922,NaN,NaN,ab,1220,18399
18399,255920,58874.3359375,hsc::i2,773.6953219308871,AB,NaN,1,133.334565165526,32.89280319213867,NaN,NaN,ab,1221,18399
18399,255920,58874.32421875,hsc::i2,832.8664784248563,AB,NaN,1,99.37096508465446,32.89280319213867,NaN,NaN,ab,1221,18399
18399,255920,58869.2734375,hsc::Y,517.1770073397873,AB,NaN,1,73.84398927862335,31.69280242919922,NaN,NaN,ab,1220,18399
18399,255920,58874.24609375,hsc::z,631.3271622471307,AB,NaN,1,99.82911759535597,32.092803955078125,NaN,NaN,ab,1222,18399
18399,255920,58876.2734375,hsc::Y,544.0286710528786,AB,NaN,1,69.97944953106345,31.69280242919922,NaN,NaN,ab,1220,18399
18399,255920,58876.27734375,hsc::Y,558.552690461273,AB,NaN,1,83.71842349861613,31.69280242919922,NaN,NaN,ab,1220,18399
18399,255920,58876.2421875,hsc::Y,470.9795744537763,AB,NaN,1,93.8871733606137,31.69280242919922,NaN,NaN,ab,1220,18399
18399,255920,58874.328125,hsc::i2,750.7721558994484,AB,NaN,1,109.79967036206837,32.89280319213867,NaN,NaN,ab,1221,18399
18478,255916,58821.40234375,hsc::i2,2144.2269819890785,AB,NaN,1,192.8094601196618,32.77840805053711,NaN,NaN,ab,1224,18478
18478,255916,58787.53515625,hsc::z,929.7469365498712,AB,NaN,1,128.68646284915994,31.978408813476562,NaN,NaN,ab,1226,18478
18478,255916,58814.25,hsc::z,1295.5962890016715,AB,NaN,1,127.68158982622742,31.978408813476562,NaN,NaN,ab,1226,18478
18478,255916,58819.4453125,hsc::z,1403.1476422619494,AB,NaN,1,194.24908662040878,31.978408813476562,NaN,NaN,ab,1226,18478
18478,255916,58821.30859375,hsc::z,961.6132657343096,AB,NaN,1,94.15415621400483,31.978408813476562,NaN,NaN,ab,1226,18478
18478,255916,58788.35546875,hsc::g,571.2060668937888,AB,NaN,1,55.9130615153683,32.53818130493164,NaN,NaN,ab,1223,18478
18478,255916,58821.32421875,hsc::z,1173.5985596042046,AB,NaN,1,97.80067938082199,31.978408813476562,NaN,NaN,ab,1226,18478
18478,255916,58816.328125,hsc::r2,438.1469166064859,AB,NaN,1,42.37812219255301,32.53818130493164,NaN,NaN,ab,1225,18478
18478,255916,58816.34765625,hsc::r2,581.7125595140418,AB,NaN,1,59.9052810466362,32.53818130493164,NaN,NaN,ab,1225,18478
18587,232468,57819.45703125,hsc::Y,1855.6985412424663,AB,NaN,1,64.45614060706903,31.57840919494629,NaN,NaN,ab,1227,18587
18587,232468,57774.5546875,hsc::z,6585.016225864395,AB,NaN,1,76.09019133367589,31.978408813476562,NaN,NaN,ab,1231,18587
18587,232468,57807.48046875,hsc::r2,4950.913437244392,AB,NaN,1,72.04153205586806,32.53818130493164,NaN,NaN,ab,1230,18587
18587,232468,57783.43359375,hsc::i2,19752.79958999907,AB,NaN,1,129.62383441875585,32.77840805053711,NaN,NaN,ab,1229,18587
18587,232468,57809.4296875,hsc::i2,9230.020007287607,AB,NaN,1,337.2416434141127,32.77840805053711,NaN,NaN,ab,1229,18587
18587,232468,57785.40234375,hsc::g,7180.9663314589225,AB,NaN,1,90.1566626525103,32.53818130493164,NaN,NaN,ab,1228,18587
18599,230067,57872.265625,hsc::z,5547.440423867494,AB,NaN,1,111.13158525412344,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57866.36328125,hsc::z,3417.6000195238867,AB,NaN,1,107.31569956886916,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.26171875,hsc::z,5311.384461332813,AB,NaN,1,101.99000254860495,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.2734375,hsc::z,5427.605224724333,AB,NaN,1,188.1624170213191,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.2421875,hsc::z,5425.296718763526,AB,NaN,1,338.8037654167161,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57866.359375,hsc::z,3539.6327513979713,AB,NaN,1,99.11808727843975,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57866.37109375,hsc::z,3317.618855636711,AB,NaN,1,154.46579372010928,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57866.3515625,hsc::z,3817.6012138193278,AB,NaN,1,276.3484500672021,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57866.35546875,hsc::z,3247.426323519858,AB,NaN,1,158.30277561905703,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.25,hsc::z,5137.209275401271,AB,NaN,1,162.74727171956266,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57866.3671875,hsc::z,3229.831559931797,AB,NaN,1,127.4208432053817,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.2578125,hsc::z,5274.0961096953615,AB,NaN,1,111.11765507601068,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.25390625,hsc::z,5425.288876816252,AB,NaN,1,162.02506956277094,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57872.26953125,hsc::z,5547.871864700529,AB,NaN,1,141.99824861546958,32.092803955078125,NaN,NaN,ab,1234,18599
18599,230067,57869.26171875,hsc::i2,9784.971816741383,AB,NaN,1,171.1319229717574,32.89280319213867,NaN,NaN,ab,1233,18599
18599,230067,57869.328125,hsc::g,6033.942651426529,AB,NaN,1,91.515629321567,33.092803955078125,NaN,NaN,ab,1232,18599
18599,230067,57866.33984375,hsc::z,3665.5963431058367,AB,NaN,1,333.0113066530587,32.092803955078125,NaN,NaN,ab,1234,18599
18621,236464,58787.51953125,hsc::z,2474.4351856227154,AB,NaN,1,100.64760103326795,31.978408813476562,NaN,NaN,ab,1237,18621
18621,236464,58755.5078125,hsc::i2,1237.7334793856523,AB,NaN,1,159.5127138600587,32.77840805053711,NaN,NaN,ab,1235,18621
18621,236464,58783.44921875,hsc::i2,4871.536976965585,AB,NaN,1,140.25025681343502,32.77840805053711,NaN,NaN,ab,1235,18621
18621,236464,58816.34765625,hsc::r2,323.84130125973735,AB,NaN,1,59.62133867024061,32.53818130493164,NaN,NaN,ab,1236,18621
18621,236464,58821.40234375,hsc::i2,1229.0298527815642,AB,NaN,1,192.30171730080912,32.77840805053711,NaN,NaN,ab,1235,18621
18621,236464,58816.33203125,hsc::r2,346.93285581758335,AB,NaN,1,46.24838328482705,32.53818130493164,NaN,NaN,ab,1236,18621
18621,236464,58821.30859375,hsc::z,1058.2571945869686,AB,NaN,1,94.0675369250159,31.978408813476562,NaN,NaN,ab,1237,18621
18621,236464,58755.453125,hsc::r2,594.563691525022,AB,NaN,1,69.13977825759721,32.53818130493164,NaN,NaN,ab,1236,18621
18621,236464,58779.53515625,hsc::z,2723.5151614343968,AB,NaN,1,93.64165509597355,31.978408813476562,NaN,NaN,ab,1237,18621
18632,256719,58874.3046875,hsc::i2,1932.4144584422093,AB,NaN,1,209.6455406204778,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58900.2421875,hsc::Y,1684.6174978517272,AB,NaN,1,290.90927874675384,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58874.3359375,hsc::i2,1499.7355236012397,AB,NaN,1,134.568505747684,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58874.328125,hsc::i2,1566.9838592385647,AB,NaN,1,111.29217733427637,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58874.24609375,hsc::z,656.9709378489503,AB,NaN,1,100.05776607442849,32.092803955078125,NaN,NaN,ab,1241,18632
18632,256719,58904.234375,hsc::r2,2305.870570682473,AB,NaN,1,170.211209358095,33.092803955078125,NaN,NaN,ab,1240,18632
18632,256719,58904.23046875,hsc::r2,2189.4945220787517,AB,NaN,1,267.26796058658664,33.092803955078125,NaN,NaN,ab,1240,18632
18632,256719,58903.26171875,hsc::i2,4997.114258136893,AB,NaN,1,123.0496496342339,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58903.265625,hsc::i2,5103.201937581011,AB,NaN,1,165.14150347154475,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58876.28125,hsc::Y,574.919608425592,AB,NaN,1,92.37771941512166,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58904.2421875,hsc::r2,2260.5298767014274,AB,NaN,1,120.5282346968322,33.092803955078125,NaN,NaN,ab,1240,18632
18632,256719,58874.33203125,hsc::i2,1405.3323115910348,AB,NaN,1,136.9857792560075,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58900.25,hsc::Y,1589.2120135184962,AB,NaN,1,182.4524518132858,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58874.32421875,hsc::i2,1814.058816717708,AB,NaN,1,101.01619845145242,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58903.2578125,hsc::i2,4743.1888593275935,AB,NaN,1,143.0635359734352,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58903.26953125,hsc::i2,5255.335669823081,AB,NaN,1,170.89746786347644,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58903.25390625,hsc::i2,4809.342947313092,AB,NaN,1,196.78087910597273,32.89280319213867,NaN,NaN,ab,1239,18632
18632,256719,58876.27734375,hsc::Y,536.6391114465498,AB,NaN,1,83.84976302548809,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58900.24609375,hsc::Y,1688.5099554513622,AB,NaN,1,225.7992663458589,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58876.2734375,hsc::Y,702.4281003815692,AB,NaN,1,70.13592871970343,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58904.25390625,hsc::r2,2247.7577404951294,AB,NaN,1,134.08675029196317,33.092803955078125,NaN,NaN,ab,1240,18632
18632,256719,58904.25,hsc::r2,2439.2206158540844,AB,NaN,1,109.98109770925133,33.092803955078125,NaN,NaN,ab,1240,18632
18632,256719,58876.2421875,hsc::Y,613.4003070134083,AB,NaN,1,94.00032638638464,31.69280242919922,NaN,NaN,ab,1238,18632
18632,256719,58904.24609375,hsc::r2,2442.6266850064485,AB,NaN,1,95.53733911252685,33.092803955078125,NaN,NaN,ab,1240,18632
18636,225267,57805.34375,hsc::z,2320.685942936432,AB,NaN,1,158.99317306255793,31.978408813476562,NaN,NaN,ab,1245,18636
18636,225267,57816.26171875,hsc::z,2258.777970578888,AB,NaN,1,363.01067494262554,31.978408813476562,NaN,NaN,ab,1245,18636
18636,225267,57811.39453125,hsc::Y,1533.906177920859,AB,NaN,1,147.46636765340259,31.57840919494629,NaN,NaN,ab,1242,18636
18636,225267,57807.4765625,hsc::r2,1788.311999099372,AB,NaN,1,109.74388702770925,32.53818130493164,NaN,NaN,ab,1244,18636
18636,225267,57783.4296875,hsc::i2,2150.8832325599865,AB,NaN,1,110.04095595270664,32.77840805053711,NaN,NaN,ab,1243,18636
18636,225267,57783.5234375,hsc::z,961.0985927663673,AB,NaN,1,111.39275087278934,31.978408813476562,NaN,NaN,ab,1245,18636
18636,225267,57816.47265625,hsc::i2,3129.5849047753636,AB,NaN,1,73.98672538616735,32.77840805053711,NaN,NaN,ab,1243,18636
18636,225267,57809.42578125,hsc::i2,4697.742943053756,AB,NaN,1,273.5613165294967,32.77840805053711,NaN,NaN,ab,1243,18636
18636,225267,57786.44921875,hsc::r2,1666.8065216745285,AB,NaN,1,49.801190713995624,32.53818130493164,NaN,NaN,ab,1244,18636
18636,225267,57833.37890625,hsc::Y,833.4115144394738,AB,NaN,1,92.17519662834279,31.57840919494629,NaN,NaN,ab,1242,18636
18685,234863,58783.30078125,hsc::r2,777.1768957816888,AB,NaN,1,83.04974814136237,32.53818130493164,NaN,NaN,ab,1247,18685
18685,234863,58783.3125,hsc::r2,805.4958148032862,AB,NaN,1,112.28633060703783,32.53818130493164,NaN,NaN,ab,1247,18685
18685,234863,58787.515625,hsc::z,1230.5441332778958,AB,NaN,1,63.63677796864509,31.978408813476562,NaN,NaN,ab,1248,18685
18685,234863,58783.4453125,hsc::i2,2176.769953168988,AB,NaN,1,112.74877131433342,32.77840805053711,NaN,NaN,ab,1246,18685
18685,234863,58789.30859375,hsc::i2,2046.6164472652608,AB,NaN,1,246.5218062514627,32.77840805053711,NaN,NaN,ab,1246,18685
18685,234863,58789.2734375,hsc::i2,2177.376405140025,AB,NaN,1,181.17145734554805,32.77840805053711,NaN,NaN,ab,1246,18685
18702,231662,57816.3203125,hsc::z,1273.3244639948673,AB,NaN,1,98.39155030843527,31.978408813476562,NaN,NaN,ab,1252,18702
18702,231662,57818.51953125,hsc::r2,608.2020202200749,AB,NaN,1,58.48367470486086,32.53818130493164,NaN,NaN,ab,1251,18702
18702,231662,57807.49609375,hsc::r2,1290.9737046406574,AB,NaN,1,107.54251627942412,32.53818130493164,NaN,NaN,ab,1251,18702
18702,231662,57816.48046875,hsc::i2,2499.7436551719175,AB,NaN,1,102.09696897357654,32.77840805053711,NaN,NaN,ab,1250,18702
18702,231662,57819.4609375,hsc::Y,811.8749050042009,AB,NaN,1,61.06946154587848,31.57840919494629,NaN,NaN,ab,1249,18702
18727,256724,58816.328125,hsc::r2,285.82996613747616,AB,NaN,1,41.57656569254225,32.53818130493164,NaN,NaN,ab,1255,18727
18727,256724,58753.4375,hsc::g,449.954642202409,AB,NaN,1,42.05733160110752,32.53818130493164,NaN,NaN,ab,1254,18727
18727,256724,58753.34765625,hsc::g,496.6894269921067,AB,NaN,1,64.7487364128552,32.53818130493164,NaN,NaN,ab,1254,18727
18727,256724,58821.32421875,hsc::z,657.6510432307521,AB,NaN,1,97.23099768617882,31.978408813476562,NaN,NaN,ab,1256,18727
18727,256724,58819.4453125,hsc::z,1179.3667787279433,AB,NaN,1,193.94198044814297,31.978408813476562,NaN,NaN,ab,1256,18727
18727,256724,58792.421875,hsc::Y,1233.1665970244392,AB,NaN,1,189.7528320618234,31.57840919494629,NaN,NaN,ab,1253,18727
18727,256724,58814.25,hsc::z,783.2177904156654,AB,NaN,1,127.15899139597171,31.978408813476562,NaN,NaN,ab,1256,18727
18727,256724,58787.53515625,hsc::z,2314.428220735891,AB,NaN,1,130.3744920107081,31.978408813476562,NaN,NaN,ab,1256,18727
18727,256724,58755.6328125,hsc::z,2073.5598594651196,AB,NaN,1,265.1624955533146,31.978408813476562,NaN,NaN,ab,1256,18727
18750,234866,58839.28125,hsc::r2,1311.1465894104333,AB,NaN,1,64.75944645854312,32.53818130493164,NaN,NaN,ab,1259,18750
18750,234866,58816.33203125,hsc::r2,1282.5188042296493,AB,NaN,1,49.138147896862684,32.53818130493164,NaN,NaN,ab,1259,18750
18750,234866,58816.34765625,hsc::r2,1227.9241502198101,AB,NaN,1,61.89520592164805,32.53818130493164,NaN,NaN,ab,1259,18750
18750,234866,58821.30859375,hsc::z,1684.698243776547,AB,NaN,1,95.11443329994746,31.978408813476562,NaN,NaN,ab,1260,18750
18750,234866,58837.39453125,hsc::z,1810.2278306910084,AB,NaN,1,166.3474862397981,31.978408813476562,NaN,NaN,ab,1260,18750
18750,234866,58821.40234375,hsc::i2,3879.9444562342187,AB,NaN,1,194.4495680963029,32.77840805053711,NaN,NaN,ab,1258,18750
18750,234866,58815.359375,hsc::g,211.39087844919877,AB,NaN,1,33.98001716342166,32.53818130493164,NaN,NaN,ab,1257,18750
18755,227666,58899.3125,hsc::i2,1194.1767807123058,AB,NaN,1,79.36875341796832,32.89280319213867,NaN,NaN,ab,1262,18755
18755,227666,58907.34375,hsc::r2,2245.1540136867825,AB,NaN,1,81.4106899273931,33.092803955078125,NaN,NaN,ab,1263,18755
18755,227666,58907.33984375,hsc::r2,2302.444119144374,AB,NaN,1,72.21244307870299,33.092803955078125,NaN,NaN,ab,1263,18755
18755,227666,58902.296875,hsc::g,459.0384200375039,AB,NaN,1,76.41041029939748,33.092803955078125,NaN,NaN,ab,1261,18755
18755,227666,58902.2890625,hsc::g,418.795972697905,AB,NaN,1,64.43019941920157,33.092803955078125,NaN,NaN,ab,1261,18755
18755,227666,58902.29296875,hsc::g,305.24169445039433,AB,NaN,1,46.78795240549352,33.092803955078125,NaN,NaN,ab,1261,18755
18765,227670,58195.33203125,hsc::z,705.4952750588138,AB,NaN,1,123.78101018195743,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58195.3203125,hsc::z,746.2311210445514,AB,NaN,1,67.79657895394874,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58131.6015625,hsc::z,3092.36892580823,AB,NaN,1,225.47127196141383,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58131.59375,hsc::z,3279.860937364668,AB,NaN,1,90.81067731255288,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58128.48046875,hsc::i2,7345.876771218462,AB,NaN,1,194.3792466759406,32.89280319213867,NaN,NaN,ab,1264,18765
18765,227670,58195.31640625,hsc::z,671.1782872209764,AB,NaN,1,99.91025319908744,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58195.30859375,hsc::z,582.7547762278697,AB,NaN,1,58.88300053083463,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58195.3046875,hsc::z,692.5103408108043,AB,NaN,1,45.77226399234112,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58195.30078125,hsc::z,643.2188856987334,AB,NaN,1,43.53252415900112,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58195.296875,hsc::z,643.6517424047876,AB,NaN,1,44.01629199333561,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58195.29296875,hsc::z,654.0544590234538,AB,NaN,1,53.37339581453849,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58159.55859375,hsc::z,1928.0097466424181,AB,NaN,1,66.13361373205173,32.092803955078125,NaN,NaN,ab,1265,18765
18765,227670,58131.59765625,hsc::z,3386.608387564227,AB,NaN,1,82.37967830938362,32.092803955078125,NaN,NaN,ab,1265,18765
18782,237267,58755.5078125,hsc::i2,3639.614673110012,AB,NaN,1,161.9656706577208,32.77840805053711,NaN,NaN,ab,1266,18782
18782,237267,58787.51953125,hsc::z,505.39840195510385,AB,NaN,1,97.33031898233679,31.978408813476562,NaN,NaN,ab,1268,18782
18782,237267,58779.53515625,hsc::z,499.82913599974523,AB,NaN,1,90.30645308612935,31.978408813476562,NaN,NaN,ab,1268,18782
18782,237267,58755.453125,hsc::r2,1059.8915208415322,AB,NaN,1,70.23645420712063,32.53818130493164,NaN,NaN,ab,1267,18782
18782,237267,58783.44921875,hsc::i2,684.0728534291748,AB,NaN,1,135.36587420538515,32.77840805053711,NaN,NaN,ab,1266,18782
18783,227664,57805.35546875,hsc::z,869.2401833633598,AB,NaN,1,109.67074191657233,32.092803955078125,NaN,NaN,ab,1272,18783
